starttime	seconds	ctime	dtime	ttime	wait
Tue Oct 26 20:49:50 2021	1635261590	0	26	27	18
Tue Oct 26 20:49:50 2021	1635261590	4	37	40	35
Tue Oct 26 20:49:50 2021	1635261590	6	36	42	35
Tue Oct 26 20:50:04 2021	1635261604	0	47	47	47
Tue Oct 26 20:50:05 2021	1635261605	0	54	54	42
Tue Oct 26 20:50:02 2021	1635261602	0	59	59	58
Tue Oct 26 20:49:53 2021	1635261593	0	62	62	61
Tue Oct 26 20:50:05 2021	1635261605	0	62	62	61
Tue Oct 26 20:49:50 2021	1635261590	1	66	67	65
Tue Oct 26 20:49:53 2021	1635261593	0	68	68	68
Tue Oct 26 20:50:04 2021	1635261604	0	69	70	48
Tue Oct 26 20:49:50 2021	1635261590	0	73	73	49
Tue Oct 26 20:50:05 2021	1635261605	0	73	73	71
Tue Oct 26 20:49:53 2021	1635261593	0	77	77	63
Tue Oct 26 20:50:05 2021	1635261605	0	78	78	58
Tue Oct 26 20:50:05 2021	1635261605	0	83	83	52
Tue Oct 26 20:50:05 2021	1635261605	0	86	86	79
Tue Oct 26 20:50:05 2021	1635261605	0	87	87	83
Tue Oct 26 20:50:04 2021	1635261604	0	92	92	91
Tue Oct 26 20:50:05 2021	1635261605	0	92	92	69
Tue Oct 26 20:49:53 2021	1635261593	0	100	100	98
Tue Oct 26 20:49:50 2021	1635261590	0	101	101	91
Tue Oct 26 20:50:05 2021	1635261605	0	105	105	69
Tue Oct 26 20:49:53 2021	1635261593	0	107	107	106
Tue Oct 26 20:50:04 2021	1635261604	0	113	113	113
Tue Oct 26 20:50:05 2021	1635261605	0	120	120	105
Tue Oct 26 20:50:05 2021	1635261605	0	120	120	103
Tue Oct 26 20:50:04 2021	1635261604	0	125	125	124
Tue Oct 26 20:49:51 2021	1635261591	0	127	128	126
Tue Oct 26 20:49:56 2021	1635261596	0	131	131	87
Tue Oct 26 20:49:55 2021	1635261595	0	134	134	134
Tue Oct 26 20:49:57 2021	1635261597	0	136	136	135
Tue Oct 26 20:50:04 2021	1635261604	0	136	136	136
Tue Oct 26 20:50:05 2021	1635261605	0	137	137	133
Tue Oct 26 20:49:50 2021	1635261590	5	134	139	128
Tue Oct 26 20:50:05 2021	1635261605	0	139	139	137
Tue Oct 26 20:49:50 2021	1635261590	5	134	139	133
Tue Oct 26 20:49:51 2021	1635261591	0	141	141	140
Tue Oct 26 20:49:51 2021	1635261591	0	143	143	133
Tue Oct 26 20:50:04 2021	1635261604	0	147	147	146
Tue Oct 26 20:49:51 2021	1635261591	0	147	147	146
Tue Oct 26 20:50:04 2021	1635261604	0	147	147	146
Tue Oct 26 20:49:50 2021	1635261590	3	148	151	147
Tue Oct 26 20:49:51 2021	1635261591	0	153	153	152
Tue Oct 26 20:49:54 2021	1635261594	0	153	153	131
Tue Oct 26 20:50:05 2021	1635261605	0	155	155	151
Tue Oct 26 20:49:51 2021	1635261591	0	156	156	156
Tue Oct 26 20:49:50 2021	1635261590	4	154	158	153
Tue Oct 26 20:49:50 2021	1635261590	4	154	158	153
Tue Oct 26 20:50:04 2021	1635261604	0	159	159	157
Tue Oct 26 20:49:51 2021	1635261591	0	159	159	159
Tue Oct 26 20:49:57 2021	1635261597	0	163	163	151
Tue Oct 26 20:49:50 2021	1635261590	4	159	163	158
Tue Oct 26 20:49:54 2021	1635261594	0	165	165	146
Tue Oct 26 20:49:51 2021	1635261591	0	166	166	165
Tue Oct 26 20:49:51 2021	1635261591	0	167	167	161
Tue Oct 26 20:49:50 2021	1635261590	0	170	170	165
Tue Oct 26 20:49:54 2021	1635261594	0	172	172	172
Tue Oct 26 20:49:54 2021	1635261594	0	177	178	165
Tue Oct 26 20:50:04 2021	1635261604	0	181	181	180
Tue Oct 26 20:50:04 2021	1635261604	0	181	181	181
Tue Oct 26 20:50:05 2021	1635261605	0	181	181	153
Tue Oct 26 20:50:04 2021	1635261604	0	182	182	181
Tue Oct 26 20:49:51 2021	1635261591	0	187	188	187
Tue Oct 26 20:49:57 2021	1635261597	3	189	192	168
Tue Oct 26 20:49:50 2021	1635261590	4	197	200	195
Tue Oct 26 20:49:51 2021	1635261591	0	203	203	187
Tue Oct 26 20:49:57 2021	1635261597	0	204	204	199
Tue Oct 26 20:50:02 2021	1635261602	0	209	209	206
Tue Oct 26 20:49:51 2021	1635261591	0	210	210	209
Tue Oct 26 20:49:51 2021	1635261591	0	211	211	191
Tue Oct 26 20:49:51 2021	1635261591	0	216	216	215
Tue Oct 26 20:49:51 2021	1635261591	0	217	217	217
Tue Oct 26 20:49:53 2021	1635261593	0	218	218	210
Tue Oct 26 20:49:51 2021	1635261591	0	218	218	217
Tue Oct 26 20:49:59 2021	1635261599	0	221	221	216
Tue Oct 26 20:50:03 2021	1635261603	0	221	221	220
Tue Oct 26 20:50:01 2021	1635261601	0	221	221	214
Tue Oct 26 20:50:01 2021	1635261601	4	218	221	196
Tue Oct 26 20:50:02 2021	1635261602	0	222	223	174
Tue Oct 26 20:49:59 2021	1635261599	0	224	224	223
Tue Oct 26 20:49:52 2021	1635261592	0	225	225	178
Tue Oct 26 20:49:52 2021	1635261592	0	225	225	212
Tue Oct 26 20:49:51 2021	1635261591	0	226	226	226
Tue Oct 26 20:50:05 2021	1635261605	0	227	227	214
Tue Oct 26 20:49:52 2021	1635261592	0	227	227	212
Tue Oct 26 20:49:52 2021	1635261592	0	228	228	225
Tue Oct 26 20:50:01 2021	1635261601	0	230	230	230
Tue Oct 26 20:49:58 2021	1635261598	0	232	232	231
Tue Oct 26 20:49:52 2021	1635261592	0	232	232	181
Tue Oct 26 20:49:51 2021	1635261591	0	232	233	198
Tue Oct 26 20:49:51 2021	1635261591	0	233	233	208
Tue Oct 26 20:49:59 2021	1635261599	0	234	234	232
Tue Oct 26 20:49:51 2021	1635261591	0	235	235	196
Tue Oct 26 20:50:05 2021	1635261605	0	235	235	234
Tue Oct 26 20:49:55 2021	1635261595	0	235	236	235
Tue Oct 26 20:49:50 2021	1635261590	4	233	237	178
Tue Oct 26 20:49:54 2021	1635261594	0	236	237	236
Tue Oct 26 20:49:57 2021	1635261597	0	237	237	236
Tue Oct 26 20:49:50 2021	1635261590	4	235	238	175
Tue Oct 26 20:50:02 2021	1635261602	0	240	240	239
Tue Oct 26 20:49:51 2021	1635261591	0	241	241	231
Tue Oct 26 20:49:51 2021	1635261591	0	242	242	239
Tue Oct 26 20:49:52 2021	1635261592	0	243	243	242
Tue Oct 26 20:49:52 2021	1635261592	0	244	244	243
Tue Oct 26 20:49:52 2021	1635261592	0	244	244	222
Tue Oct 26 20:49:51 2021	1635261591	0	245	245	235
Tue Oct 26 20:49:59 2021	1635261599	0	245	245	227
Tue Oct 26 20:49:54 2021	1635261594	0	247	247	231
Tue Oct 26 20:49:52 2021	1635261592	0	249	249	248
Tue Oct 26 20:50:00 2021	1635261600	0	249	250	249
Tue Oct 26 20:50:03 2021	1635261603	0	251	251	250
Tue Oct 26 20:49:56 2021	1635261596	3	248	252	200
Tue Oct 26 20:49:50 2021	1635261590	5	247	252	188
Tue Oct 26 20:49:59 2021	1635261599	0	252	252	251
Tue Oct 26 20:49:52 2021	1635261592	0	252	252	251
Tue Oct 26 20:49:54 2021	1635261594	0	252	252	237
Tue Oct 26 20:50:01 2021	1635261601	0	252	252	251
Tue Oct 26 20:49:50 2021	1635261590	5	249	253	248
Tue Oct 26 20:49:59 2021	1635261599	0	257	258	244
Tue Oct 26 20:50:03 2021	1635261603	0	258	258	192
Tue Oct 26 20:50:02 2021	1635261602	0	258	258	257
Tue Oct 26 20:49:54 2021	1635261594	0	259	259	258
Tue Oct 26 20:50:02 2021	1635261602	0	260	260	176
Tue Oct 26 20:49:56 2021	1635261596	0	262	262	261
Tue Oct 26 20:50:03 2021	1635261603	0	262	263	262
Tue Oct 26 20:49:54 2021	1635261594	0	263	263	262
Tue Oct 26 20:50:03 2021	1635261603	0	264	264	260
Tue Oct 26 20:49:51 2021	1635261591	0	266	266	265
Tue Oct 26 20:50:03 2021	1635261603	0	268	268	268
Tue Oct 26 20:49:53 2021	1635261593	0	269	270	247
Tue Oct 26 20:49:58 2021	1635261598	0	270	270	232
Tue Oct 26 20:50:01 2021	1635261601	0	271	271	268
Tue Oct 26 20:49:54 2021	1635261594	0	273	273	268
Tue Oct 26 20:49:56 2021	1635261596	0	274	274	263
Tue Oct 26 20:50:01 2021	1635261601	0	273	274	265
Tue Oct 26 20:50:00 2021	1635261600	0	275	275	273
Tue Oct 26 20:49:57 2021	1635261597	1	275	276	260
Tue Oct 26 20:49:56 2021	1635261596	0	278	279	269
Tue Oct 26 20:49:54 2021	1635261594	0	279	279	256
Tue Oct 26 20:50:04 2021	1635261604	0	279	280	279
Tue Oct 26 20:49:53 2021	1635261593	0	280	280	260
Tue Oct 26 20:49:53 2021	1635261593	0	281	281	280
Tue Oct 26 20:49:52 2021	1635261592	0	281	281	280
Tue Oct 26 20:49:59 2021	1635261599	0	282	282	281
Tue Oct 26 20:49:59 2021	1635261599	4	279	283	242
Tue Oct 26 20:50:00 2021	1635261600	0	286	286	286
Tue Oct 26 20:49:52 2021	1635261592	1	286	287	286
Tue Oct 26 20:49:54 2021	1635261594	0	287	287	261
Tue Oct 26 20:49:53 2021	1635261593	0	287	287	247
Tue Oct 26 20:49:59 2021	1635261599	0	288	289	284
Tue Oct 26 20:49:59 2021	1635261599	7	283	290	261
Tue Oct 26 20:49:59 2021	1635261599	0	290	290	278
Tue Oct 26 20:50:03 2021	1635261603	0	291	291	289
Tue Oct 26 20:50:03 2021	1635261603	0	291	291	290
Tue Oct 26 20:50:03 2021	1635261603	0	292	292	126
Tue Oct 26 20:49:59 2021	1635261599	0	293	293	283
Tue Oct 26 20:50:01 2021	1635261601	0	292	293	258
Tue Oct 26 20:50:02 2021	1635261602	0	293	293	281
Tue Oct 26 20:49:59 2021	1635261599	0	293	293	279
Tue Oct 26 20:49:52 2021	1635261592	0	293	294	288
Tue Oct 26 20:49:56 2021	1635261596	0	293	294	293
Tue Oct 26 20:49:52 2021	1635261592	0	294	294	293
Tue Oct 26 20:49:52 2021	1635261592	0	294	294	293
Tue Oct 26 20:50:03 2021	1635261603	0	295	295	170
Tue Oct 26 20:49:52 2021	1635261592	0	298	299	297
Tue Oct 26 20:49:53 2021	1635261593	0	299	299	298
Tue Oct 26 20:49:53 2021	1635261593	0	300	300	294
Tue Oct 26 20:49:50 2021	1635261590	4	296	300	262
Tue Oct 26 20:49:54 2021	1635261594	7	297	304	297
Tue Oct 26 20:50:02 2021	1635261602	0	305	305	289
Tue Oct 26 20:50:01 2021	1635261601	0	309	309	294
Tue Oct 26 20:49:56 2021	1635261596	9	300	309	295
Tue Oct 26 20:49:57 2021	1635261597	0	309	309	309
Tue Oct 26 20:50:04 2021	1635261604	0	309	310	264
Tue Oct 26 20:50:02 2021	1635261602	0	309	310	308
Tue Oct 26 20:49:53 2021	1635261593	0	310	310	309
Tue Oct 26 20:49:56 2021	1635261596	0	311	311	311
Tue Oct 26 20:49:59 2021	1635261599	0	312	313	311
Tue Oct 26 20:50:03 2021	1635261603	0	313	313	287
Tue Oct 26 20:50:04 2021	1635261604	0	313	313	302
Tue Oct 26 20:49:54 2021	1635261594	2	312	314	304
Tue Oct 26 20:49:56 2021	1635261596	0	315	315	314
Tue Oct 26 20:50:02 2021	1635261602	0	320	320	319
Tue Oct 26 20:50:04 2021	1635261604	0	320	321	318
Tue Oct 26 20:49:59 2021	1635261599	0	321	321	320
Tue Oct 26 20:49:53 2021	1635261593	0	321	321	285
Tue Oct 26 20:49:57 2021	1635261597	0	322	323	320
Tue Oct 26 20:50:00 2021	1635261600	0	323	323	322
Tue Oct 26 20:49:55 2021	1635261595	0	323	323	299
Tue Oct 26 20:49:53 2021	1635261593	0	323	323	323
Tue Oct 26 20:49:56 2021	1635261596	0	324	324	323
Tue Oct 26 20:49:52 2021	1635261592	0	324	324	302
Tue Oct 26 20:49:59 2021	1635261599	6	318	324	290
Tue Oct 26 20:50:00 2021	1635261600	0	324	324	305
Tue Oct 26 20:50:01 2021	1635261601	0	324	325	297
Tue Oct 26 20:49:53 2021	1635261593	0	325	325	324
Tue Oct 26 20:50:05 2021	1635261605	0	325	325	324
Tue Oct 26 20:49:52 2021	1635261592	0	326	326	325
Tue Oct 26 20:50:01 2021	1635261601	0	326	326	314
Tue Oct 26 20:50:02 2021	1635261602	0	328	328	326
Tue Oct 26 20:49:52 2021	1635261592	1	328	328	327
Tue Oct 26 20:50:04 2021	1635261604	0	328	329	327
Tue Oct 26 20:49:59 2021	1635261599	0	328	329	328
Tue Oct 26 20:49:59 2021	1635261599	0	328	329	325
Tue Oct 26 20:50:00 2021	1635261600	1	329	329	327
Tue Oct 26 20:49:57 2021	1635261597	0	330	330	329
Tue Oct 26 20:50:04 2021	1635261604	0	330	330	284
Tue Oct 26 20:49:59 2021	1635261599	0	330	331	330
Tue Oct 26 20:49:59 2021	1635261599	0	331	331	318
Tue Oct 26 20:49:58 2021	1635261598	0	332	332	327
Tue Oct 26 20:49:55 2021	1635261595	0	332	333	332
Tue Oct 26 20:50:00 2021	1635261600	0	333	333	332
Tue Oct 26 20:49:59 2021	1635261599	0	333	333	332
Tue Oct 26 20:49:58 2021	1635261598	0	333	333	318
Tue Oct 26 20:50:05 2021	1635261605	0	334	334	255
Tue Oct 26 20:49:53 2021	1635261593	0	334	334	328
Tue Oct 26 20:49:55 2021	1635261595	0	334	334	281
Tue Oct 26 20:49:59 2021	1635261599	0	334	334	324
Tue Oct 26 20:49:54 2021	1635261594	0	334	334	306
Tue Oct 26 20:49:52 2021	1635261592	0	334	334	334
Tue Oct 26 20:49:50 2021	1635261590	3	332	335	330
Tue Oct 26 20:49:53 2021	1635261593	0	335	335	308
Tue Oct 26 20:50:02 2021	1635261602	0	335	335	334
Tue Oct 26 20:49:50 2021	1635261590	4	331	336	331
Tue Oct 26 20:49:58 2021	1635261598	0	335	336	334
Tue Oct 26 20:49:50 2021	1635261590	2	336	337	335
Tue Oct 26 20:49:57 2021	1635261597	0	338	338	296
Tue Oct 26 20:49:51 2021	1635261591	3	335	338	335
Tue Oct 26 20:49:54 2021	1635261594	0	338	338	338
Tue Oct 26 20:50:00 2021	1635261600	0	339	339	339
Tue Oct 26 20:50:01 2021	1635261601	0	340	340	339
Tue Oct 26 20:50:02 2021	1635261602	0	340	341	340
Tue Oct 26 20:50:02 2021	1635261602	0	341	341	340
Tue Oct 26 20:50:03 2021	1635261603	0	341	341	276
Tue Oct 26 20:49:53 2021	1635261593	0	341	342	339
Tue Oct 26 20:49:51 2021	1635261591	0	343	343	337
Tue Oct 26 20:49:51 2021	1635261591	0	343	343	338
Tue Oct 26 20:49:53 2021	1635261593	0	343	343	331
Tue Oct 26 20:49:55 2021	1635261595	0	343	344	343
Tue Oct 26 20:49:52 2021	1635261592	0	344	344	263
Tue Oct 26 20:49:50 2021	1635261590	3	341	344	282
Tue Oct 26 20:49:58 2021	1635261598	0	344	344	334
Tue Oct 26 20:50:02 2021	1635261602	0	345	345	344
Tue Oct 26 20:49:56 2021	1635261596	0	345	346	345
Tue Oct 26 20:49:57 2021	1635261597	0	346	346	345
Tue Oct 26 20:49:54 2021	1635261594	0	346	346	345
Tue Oct 26 20:49:57 2021	1635261597	0	346	346	345
Tue Oct 26 20:49:50 2021	1635261590	4	342	346	341
Tue Oct 26 20:50:03 2021	1635261603	0	346	347	304
Tue Oct 26 20:50:03 2021	1635261603	0	347	347	346
Tue Oct 26 20:49:51 2021	1635261591	0	347	348	313
Tue Oct 26 20:49:54 2021	1635261594	0	348	348	339
Tue Oct 26 20:49:57 2021	1635261597	0	348	349	348
Tue Oct 26 20:49:53 2021	1635261593	0	349	349	345
Tue Oct 26 20:50:02 2021	1635261602	0	349	349	348
Tue Oct 26 20:49:51 2021	1635261591	0	349	349	347
Tue Oct 26 20:50:05 2021	1635261605	0	349	350	341
Tue Oct 26 20:49:51 2021	1635261591	0	350	350	349
Tue Oct 26 20:50:03 2021	1635261603	0	350	351	251
Tue Oct 26 20:49:59 2021	1635261599	0	351	351	348
Tue Oct 26 20:50:04 2021	1635261604	0	351	351	349
Tue Oct 26 20:49:52 2021	1635261592	0	351	351	315
Tue Oct 26 20:50:05 2021	1635261605	0	351	351	351
Tue Oct 26 20:49:50 2021	1635261590	5	347	352	346
Tue Oct 26 20:49:57 2021	1635261597	0	352	352	351
Tue Oct 26 20:49:54 2021	1635261594	0	353	353	352
Tue Oct 26 20:49:53 2021	1635261593	0	354	354	353
Tue Oct 26 20:49:59 2021	1635261599	0	356	356	354
Tue Oct 26 20:49:55 2021	1635261595	0	356	357	356
Tue Oct 26 20:49:58 2021	1635261598	0	357	357	354
Tue Oct 26 20:49:54 2021	1635261594	0	357	357	326
Tue Oct 26 20:49:59 2021	1635261599	0	358	358	357
Tue Oct 26 20:49:52 2021	1635261592	0	358	358	355
Tue Oct 26 20:49:52 2021	1635261592	0	358	358	357
Tue Oct 26 20:50:03 2021	1635261603	0	358	358	357
Tue Oct 26 20:49:55 2021	1635261595	0	358	358	358
Tue Oct 26 20:49:58 2021	1635261598	0	359	359	358
Tue Oct 26 20:49:57 2021	1635261597	0	359	359	345
Tue Oct 26 20:49:59 2021	1635261599	0	359	359	299
Tue Oct 26 20:49:53 2021	1635261593	0	359	360	358
Tue Oct 26 20:50:03 2021	1635261603	0	360	360	299
Tue Oct 26 20:50:01 2021	1635261601	0	360	360	359
Tue Oct 26 20:50:04 2021	1635261604	0	360	360	343
Tue Oct 26 20:49:58 2021	1635261598	0	361	361	330
Tue Oct 26 20:49:52 2021	1635261592	0	361	361	301
Tue Oct 26 20:49:58 2021	1635261598	0	361	361	360
Tue Oct 26 20:50:02 2021	1635261602	0	362	362	361
Tue Oct 26 20:49:51 2021	1635261591	0	362	362	353
Tue Oct 26 20:50:02 2021	1635261602	0	362	362	361
Tue Oct 26 20:49:55 2021	1635261595	0	362	363	337
Tue Oct 26 20:50:05 2021	1635261605	0	363	363	362
Tue Oct 26 20:49:58 2021	1635261598	2	361	363	360
Tue Oct 26 20:49:50 2021	1635261590	0	363	363	363
Tue Oct 26 20:49:56 2021	1635261596	0	364	364	318
Tue Oct 26 20:50:02 2021	1635261602	0	364	364	337
Tue Oct 26 20:49:59 2021	1635261599	0	364	365	360
Tue Oct 26 20:49:58 2021	1635261598	0	365	365	364
Tue Oct 26 20:49:50 2021	1635261590	3	362	365	342
Tue Oct 26 20:50:02 2021	1635261602	0	366	367	344
Tue Oct 26 20:49:52 2021	1635261592	0	368	368	364
Tue Oct 26 20:49:50 2021	1635261590	6	363	368	362
Tue Oct 26 20:49:59 2021	1635261599	0	368	369	348
Tue Oct 26 20:49:57 2021	1635261597	0	369	369	362
Tue Oct 26 20:50:02 2021	1635261602	0	370	370	366
Tue Oct 26 20:49:57 2021	1635261597	0	370	371	370
Tue Oct 26 20:50:05 2021	1635261605	0	371	371	369
Tue Oct 26 20:50:03 2021	1635261603	0	372	372	372
Tue Oct 26 20:50:00 2021	1635261600	0	372	372	371
Tue Oct 26 20:49:57 2021	1635261597	0	372	373	361
Tue Oct 26 20:50:03 2021	1635261603	0	373	373	372
Tue Oct 26 20:49:57 2021	1635261597	0	373	373	307
Tue Oct 26 20:49:59 2021	1635261599	0	373	373	373
Tue Oct 26 20:50:02 2021	1635261602	0	373	374	373
Tue Oct 26 20:49:52 2021	1635261592	0	373	374	373
Tue Oct 26 20:49:55 2021	1635261595	0	374	374	353
Tue Oct 26 20:49:56 2021	1635261596	0	374	374	312
Tue Oct 26 20:49:53 2021	1635261593	0	374	374	333
Tue Oct 26 20:49:58 2021	1635261598	0	374	374	373
Tue Oct 26 20:49:53 2021	1635261593	0	375	375	343
Tue Oct 26 20:50:02 2021	1635261602	0	375	375	372
Tue Oct 26 20:49:58 2021	1635261598	0	378	378	373
Tue Oct 26 20:50:03 2021	1635261603	0	379	379	377
Tue Oct 26 20:49:55 2021	1635261595	0	380	380	367
Tue Oct 26 20:49:50 2021	1635261590	3	378	381	375
Tue Oct 26 20:50:02 2021	1635261602	0	381	381	371
Tue Oct 26 20:49:58 2021	1635261598	0	381	381	365
Tue Oct 26 20:49:58 2021	1635261598	2	381	383	380
Tue Oct 26 20:50:04 2021	1635261604	0	383	383	322
Tue Oct 26 20:49:54 2021	1635261594	0	384	384	102
Tue Oct 26 20:49:58 2021	1635261598	0	384	385	384
Tue Oct 26 20:50:01 2021	1635261601	0	385	385	375
Tue Oct 26 20:49:54 2021	1635261594	0	388	388	289
Tue Oct 26 20:49:51 2021	1635261591	0	389	389	338
Tue Oct 26 20:49:52 2021	1635261592	0	389	389	359
Tue Oct 26 20:49:54 2021	1635261594	0	389	389	388
Tue Oct 26 20:49:58 2021	1635261598	0	390	390	389
Tue Oct 26 20:49:59 2021	1635261599	0	390	390	383
Tue Oct 26 20:49:55 2021	1635261595	0	391	391	390
Tue Oct 26 20:50:02 2021	1635261602	0	391	391	336
Tue Oct 26 20:49:51 2021	1635261591	0	391	391	390
Tue Oct 26 20:49:54 2021	1635261594	0	391	391	294
Tue Oct 26 20:49:55 2021	1635261595	0	391	392	389
Tue Oct 26 20:49:54 2021	1635261594	0	392	393	392
Tue Oct 26 20:50:02 2021	1635261602	3	390	393	389
Tue Oct 26 20:49:57 2021	1635261597	6	387	393	386
Tue Oct 26 20:49:59 2021	1635261599	0	394	394	394
Tue Oct 26 20:49:53 2021	1635261593	0	395	395	344
Tue Oct 26 20:50:02 2021	1635261602	3	393	396	362
Tue Oct 26 20:50:02 2021	1635261602	0	396	397	322
Tue Oct 26 20:50:02 2021	1635261602	2	395	397	394
Tue Oct 26 20:49:59 2021	1635261599	0	397	397	391
Tue Oct 26 20:49:57 2021	1635261597	0	397	397	397
Tue Oct 26 20:49:56 2021	1635261596	0	397	397	397
Tue Oct 26 20:49:57 2021	1635261597	0	398	398	397
Tue Oct 26 20:49:58 2021	1635261598	0	398	398	392
Tue Oct 26 20:49:58 2021	1635261598	0	398	399	398
Tue Oct 26 20:50:01 2021	1635261601	0	399	399	399
Tue Oct 26 20:50:03 2021	1635261603	2	397	399	396
Tue Oct 26 20:49:54 2021	1635261594	0	400	400	375
Tue Oct 26 20:50:00 2021	1635261600	0	400	400	400
Tue Oct 26 20:49:54 2021	1635261594	0	400	400	330
Tue Oct 26 20:50:02 2021	1635261602	0	400	400	400
Tue Oct 26 20:50:01 2021	1635261601	0	401	401	390
Tue Oct 26 20:49:52 2021	1635261592	0	401	401	333
Tue Oct 26 20:49:52 2021	1635261592	0	401	402	337
Tue Oct 26 20:49:54 2021	1635261594	0	402	402	301
Tue Oct 26 20:49:58 2021	1635261598	0	403	403	402
Tue Oct 26 20:50:02 2021	1635261602	0	403	403	402
Tue Oct 26 20:49:53 2021	1635261593	0	404	404	403
Tue Oct 26 20:49:55 2021	1635261595	0	404	404	266
Tue Oct 26 20:49:56 2021	1635261596	0	405	405	404
Tue Oct 26 20:49:58 2021	1635261598	0	405	405	384
Tue Oct 26 20:49:53 2021	1635261593	0	405	405	368
Tue Oct 26 20:49:54 2021	1635261594	0	405	405	387
Tue Oct 26 20:50:01 2021	1635261601	0	406	406	380
Tue Oct 26 20:49:53 2021	1635261593	0	406	406	397
Tue Oct 26 20:49:56 2021	1635261596	0	406	406	405
Tue Oct 26 20:49:59 2021	1635261599	0	406	406	405
Tue Oct 26 20:50:03 2021	1635261603	0	407	407	404
Tue Oct 26 20:49:50 2021	1635261590	0	407	407	406
Tue Oct 26 20:49:55 2021	1635261595	0	407	407	404
Tue Oct 26 20:49:58 2021	1635261598	0	407	407	381
Tue Oct 26 20:49:58 2021	1635261598	0	408	408	399
Tue Oct 26 20:50:02 2021	1635261602	0	409	409	408
Tue Oct 26 20:50:04 2021	1635261604	0	409	409	368
Tue Oct 26 20:50:01 2021	1635261601	0	410	411	410
Tue Oct 26 20:49:52 2021	1635261592	0	411	411	346
Tue Oct 26 20:49:57 2021	1635261597	0	411	412	408
Tue Oct 26 20:50:02 2021	1635261602	0	412	412	387
Tue Oct 26 20:49:58 2021	1635261598	0	413	413	397
Tue Oct 26 20:50:04 2021	1635261604	0	414	414	379
Tue Oct 26 20:50:03 2021	1635261603	0	415	415	324
Tue Oct 26 20:50:03 2021	1635261603	0	416	416	322
Tue Oct 26 20:50:01 2021	1635261601	0	416	417	396
Tue Oct 26 20:49:52 2021	1635261592	1	417	418	416
Tue Oct 26 20:49:58 2021	1635261598	0	418	418	417
Tue Oct 26 20:50:04 2021	1635261604	0	420	420	419
Tue Oct 26 20:49:57 2021	1635261597	0	420	420	416
Tue Oct 26 20:49:57 2021	1635261597	0	423	423	422
Tue Oct 26 20:50:05 2021	1635261605	0	424	425	359
Tue Oct 26 20:49:55 2021	1635261595	0	425	425	421
Tue Oct 26 20:49:59 2021	1635261599	0	427	427	426
Tue Oct 26 20:49:54 2021	1635261594	0	427	427	415
Tue Oct 26 20:49:57 2021	1635261597	0	427	427	383
Tue Oct 26 20:49:50 2021	1635261590	0	428	428	427
Tue Oct 26 20:49:50 2021	1635261590	1	428	429	427
Tue Oct 26 20:50:04 2021	1635261604	0	429	429	428
Tue Oct 26 20:49:51 2021	1635261591	0	429	429	392
Tue Oct 26 20:50:03 2021	1635261603	0	430	430	350
Tue Oct 26 20:49:52 2021	1635261592	0	430	430	404
Tue Oct 26 20:49:58 2021	1635261598	0	432	432	406
Tue Oct 26 20:50:03 2021	1635261603	0	431	432	383
Tue Oct 26 20:50:00 2021	1635261600	0	433	433	430
Tue Oct 26 20:50:01 2021	1635261601	0	433	433	433
Tue Oct 26 20:49:50 2021	1635261590	3	431	434	222
Tue Oct 26 20:49:57 2021	1635261597	0	435	435	393
Tue Oct 26 20:49:53 2021	1635261593	0	436	436	435
Tue Oct 26 20:50:03 2021	1635261603	0	437	437	349
Tue Oct 26 20:49:53 2021	1635261593	0	437	437	437
Tue Oct 26 20:49:54 2021	1635261594	0	438	438	429
Tue Oct 26 20:49:55 2021	1635261595	0	438	438	438
Tue Oct 26 20:49:57 2021	1635261597	4	438	442	371
Tue Oct 26 20:49:56 2021	1635261596	0	442	442	440
Tue Oct 26 20:49:54 2021	1635261594	0	443	444	434
Tue Oct 26 20:49:52 2021	1635261592	0	444	444	372
Tue Oct 26 20:49:53 2021	1635261593	0	444	444	440
Tue Oct 26 20:50:00 2021	1635261600	0	444	444	444
Tue Oct 26 20:50:04 2021	1635261604	0	445	445	444
Tue Oct 26 20:49:55 2021	1635261595	0	445	445	444
Tue Oct 26 20:49:56 2021	1635261596	0	445	445	444
Tue Oct 26 20:49:50 2021	1635261590	0	445	445	436
Tue Oct 26 20:50:03 2021	1635261603	0	445	445	445
Tue Oct 26 20:49:57 2021	1635261597	0	446	446	445
Tue Oct 26 20:50:00 2021	1635261600	0	448	448	447
Tue Oct 26 20:50:02 2021	1635261602	0	449	449	444
Tue Oct 26 20:49:56 2021	1635261596	0	449	449	448
Tue Oct 26 20:50:02 2021	1635261602	0	449	449	449
Tue Oct 26 20:49:59 2021	1635261599	0	450	450	445
Tue Oct 26 20:49:59 2021	1635261599	0	452	452	450
Tue Oct 26 20:49:54 2021	1635261594	0	454	454	453
Tue Oct 26 20:50:04 2021	1635261604	0	454	454	453
Tue Oct 26 20:49:53 2021	1635261593	0	454	454	383
Tue Oct 26 20:49:52 2021	1635261592	0	454	454	453
Tue Oct 26 20:49:53 2021	1635261593	0	455	455	425
Tue Oct 26 20:49:57 2021	1635261597	0	455	455	451
Tue Oct 26 20:50:02 2021	1635261602	0	455	455	455
Tue Oct 26 20:49:57 2021	1635261597	0	455	455	451
Tue Oct 26 20:50:02 2021	1635261602	0	456	456	453
Tue Oct 26 20:49:59 2021	1635261599	0	456	456	127
